millis,GPS_Epoch_Time(s),outx(mm),outy(mm),outz(mm)
7708375,1727110741.60,23.57,-93.04,48.31,
7708776,1727110742.00,92.98,-83.66,40.71,
7709176,1727110742.40,172.75,-89.04,21.39,
7709576,1727110742.80,246.39,-106.84,-10.56,
7709978,1727110743.20,260.47,-100.03,-18.90,
7710376,1727110743.60,291.35,-74.30,-21.55,
7710777,1727110744.00,373.95,-65.92,-39.23,
7711176,1727110744.40,417.93,-72.34,-54.25,
7711577,1727110744.80,454.41,-73.31,-61.42,
7711976,1727110745.20,470.85,-52.71,-56.70,
7712375,1727110745.60,470.12,-49.02,-52.32,
7712776,1727110746.00,481.65,-57.90,-48.25,
7713176,1727110746.40,409.00,-27.33,-27.47,
7713575,1727110746.80,296.45,1.32,-31.24,
7713977,1727110747.20,180.48,27.92,-26.88,
7714378,1727110747.60,128.10,35.43,-18.73,
7714778,1727110748.00,36.28,61.48,-19.33,
7715177,1727110748.40,-72.09,84.90,-10.81,
7715576,1727110748.80,-139.73,105.71,-5.87,
7715978,1727110749.20,-251.04,123.93,7.70,
7716378,1727110749.60,-356.45,139.62,21.65,
7716780,1727110750.00,-415.28,152.85,27.53,
7717181,1727110750.40,-473.52,163.70,31.23,
7717578,1727110750.80,-517.04,172.26,39.32,
7717980,1727110751.20,-534.75,178.63,39.06,
7718377,1727110751.60,-555.75,182.93,27.60,
7718778,1727110752.00,-565.75,185.27,25.20,
7719179,1727110752.40,-565.97,185.78,19.36,
7719579,1727110752.80,-571.00,184.59,11.73,
7719980,1727110753.20,-552.15,181.84,7.27,
7720379,1727110753.60,-527.18,193.73,-8.00,
7720781,1727110754.00,-471.12,200.78,-36.08,
7721179,1727110754.40,-429.89,203.51,-69.33,
7721578,1727110754.80,-399.83,218.51,-74.67,
7721981,1727110755.20,-353.68,210.54,-85.11,
7722380,1727110755.60,-307.47,232.26,-103.79,
7722777,1727110756.00,-248.20,228.70,-116.02,
7723179,1727110756.40,-153.28,204.58,-96.74,
7723579,1727110756.80,-123.44,164.12,-82.83,
7723979,1727110757.20,-93.33,159.39,-60.89,
7724379,1727110757.60,-75.83,167.02,-47.17,
7724779,1727110758.00,-43.50,135.81,-32.20,
7725205,1727110758.40,-24.70,106.02,-18.26,
7725578,1727110758.80,-4.42,93.82,-23.28,
7725979,1727110759.20,3.43,95.76,-20.09,
7726382,1727110759.60,14.75,92.66,-32.68,
7726780,1727110760.00,42.21,69.26,-21.84,
7727180,1727110760.40,29.43,78.11,-17.40,
7727580,1727110760.80,50.07,64.15,-25.28,
7727980,1727110761.20,32.85,31.98,-21.36,
7728380,1727110761.60,24.23,1.79,-19.63,
7728778,1727110762.00,47.86,-10.21,-22.29,
7729180,1727110762.40,71.97,-7.50,-39.10,
7729579,1727110762.80,96.04,-41.43,-57.85,
7729980,1727110763.20,107.13,-55.82,-73.19,
7730379,1727110763.60,132.63,-70.39,-83.52,
7730780,1727110764.00,183.45,-68.74,-95.73,
7731180,1727110764.40,174.77,-86.31,-109.89,
7731580,1727110764.80,156.91,-102.83,-85.79,
7731981,1727110765.20,210.66,-134.23,-59.93,
7732380,1727110765.60,176.67,-128.55,-60.76,
7732779,1727110766.00,216.82,-141.45,-35.47,
7733179,1727110766.40,236.77,-152.79,4.10,
7733579,1727110766.80,253.28,-162.51,29.32,
7733979,1727110767.20,253.95,-170.59,44.31,
7734379,1727110767.60,254.15,-143.95,67.79,
7734779,1727110768.00,241.20,-139.95,91.27,
7735180,1727110768.40,230.23,-120.10,100.79,
7735579,1727110768.80,194.02,-137.90,113.13,
7735979,1727110769.20,216.76,-136.21,135.41,
7736381,1727110769.60,209.17,-134.87,124.83,
7736781,1727110770.00,188.80,-116.71,129.10,
7737181,1727110770.40,171.78,-135.37,143.26,
7737581,1727110770.80,209.41,-149.92,163.08,
7737981,1727110771.20,224.56,-127.61,183.24,
7738382,1727110771.60,261.25,-109.13,194.96,
7738782,1727110772.00,222.02,-44.80,193.15,
7739181,1727110772.40,226.07,-27.23,171.30,
7739580,1727110772.80,225.97,-30.52,175.60,
7739981,1727110773.20,248.99,-34.33,163.88,
7740381,1727110773.60,211.01,-38.42,137.49,
7740781,1727110774.00,201.42,-42.61,113.98,
7741182,1727110774.40,202.82,-63.70,77.88,
7741581,1727110774.80,185.81,-80.81,44.79,
7741982,1727110775.20,129.04,-110.34,20.97,
7742382,1727110775.60,79.71,-132.95,21.97,
7742782,1727110776.00,37.18,-133.24,18.64,
7743181,1727110776.40,-12.57,-147.57,2.00,
7743582,1727110776.80,-66.27,-156.55,8.94,
7743982,1727110777.20,-57.67,-160.77,5.07,
7744383,1727110777.60,-77.07,-160.83,-8.35,
7744781,1727110778.00,-210.58,-157.25,-11.30,
7745209,1727110778.40,-353.91,-134.47,-0.48,
7745582,1727110778.80,-305.08,-144.77,13.05,
7745983,1727110779.20,-246.72,-148.92,9.63,
7746383,1727110779.60,-182.56,-131.67,6.01,
7746782,1727110780.00,-101.50,-129.53,-11.16,
7747188,1727110780.40,-86.25,-91.00,-25.47,
7747585,1727110780.80,-72.18,-72.13,-23.80,
7747985,1727110781.20,-33.37,-85.31,-15.64,
7748385,1727110781.60,50.38,-75.40,-16.78,
7748783,1727110782.00,25.32,-63.06,-30.74,
7749185,1727110782.40,18.01,-64.91,-30.59,
7749583,1727110782.80,-1.78,-45.71,-42.35,
7749982,1727110783.20,9.03,-42.00,-75.94,
7750384,1727110783.60,3.87,-18.45,-99.45,
7750785,1727110784.00,-0.61,-11.48,-116.96,
7751186,1727110784.40,60.75,-1.73,-137.23,
7751585,1727110784.80,160.06,10.19,-146.59,
7751985,1727110785.20,196.30,39.79,-143.28,
7752385,1727110785.60,259.49,50.87,-138.62,
7752784,1727110786.00,212.07,79.09,-107.79,
7753187,1727110786.40,180.25,88.30,-84.17,
7753584,1727110786.80,123.73,114.25,-62.27,
7753986,1727110787.20,98.38,120.87,-34.97,
7754384,1727110787.60,86.71,143.97,-16.38,
7754783,1727110788.00,7.39,147.53,-10.50,
7755184,1727110788.40,-32.58,167.43,5.63,
7755584,1727110788.80,-67.01,199.86,-0.75,
7755985,1727110789.20,-83.77,209.29,-7.17,
7756386,1727110789.60,-124.42,215.96,7.98,
7756786,1727110790.00,-143.97,220.05,22.22,
7757187,1727110790.40,-198.81,205.63,31.83,
7757586,1727110790.80,-201.94,208.63,27.64,
7757986,1727110791.20,-216.05,193.09,22.27,
7758386,1727110791.60,-250.96,194.96,16.93,
7758787,1727110792.00,-302.39,162.24,3.66,
7759187,1727110792.40,-220.83,150.51,-14.81,
7759586,1727110792.80,-178.84,123.50,-20.96,
7759986,1727110793.20,-142.43,116.79,-34.93,
7760385,1727110793.60,-111.08,94.16,-55.73,
7760787,1727110794.00,-175.44,91.28,-62.73,
7761189,1727110794.40,-157.67,71.98,-71.81,
7761585,1727110794.80,-167.11,71.97,-99.25,
7761986,1727110795.20,-66.56,71.21,-124.60,
7762385,1727110795.60,15.62,53.67,-135.02,
7762785,1727110796.00,107.25,39.01,-142.88,
7763184,1727110796.40,126.65,42.97,-151.86,
7763585,1727110796.80,100.07,45.61,-140.74,
7763984,1727110797.20,76.37,47.01,-116.19,
7764386,1727110797.60,42.88,47.31,-88.32,
7764785,1727110798.00,79.04,62.67,-61.77,
7765211,1727110798.40,93.33,57.50,-53.67,
7765584,1727110798.80,75.34,68.01,-20.19,
7765986,1727110799.20,71.95,74.64,7.11,
7766387,1727110799.60,53.43,61.78,29.82,
7766788,1727110800.00,36.48,65.58,64.49,
7767187,1727110800.40,60.40,34.26,93.69,
7767585,1727110800.80,103.97,39.66,124.06,
7767986,1727110801.20,69.28,58.19,126.91,
7768387,1727110801.60,26.06,70.62,124.47,
7768787,1727110802.00,-10.65,77.72,100.75,
7769186,1727110802.40,-15.44,64.14,75.54,
7769586,1727110802.80,18.86,50.16,71.05,
7769987,1727110803.20,-20.85,36.02,69.79,
7770387,1727110803.60,-41.29,21.91,63.93,
7770786,1727110804.00,-70.86,8.01,62.48,
7771187,1727110804.40,-55.21,-21.63,63.64,
7771589,1727110804.80,-56.30,-47.21,61.43,
7771988,1727110805.20,-95.75,-69.04,55.60,
7772388,1727110805.60,-165.91,-87.37,52.29,
7772788,1727110806.00,-193.73,-86.38,42.95,
7773188,1727110806.40,-212.68,-85.97,37.87,
7773588,1727110806.80,-289.04,-69.89,49.67,
7773987,1727110807.20,-331.63,-57.65,38.94,
7774388,1727110807.60,-397.60,-48.73,35.33,
7774786,1727110808.00,-362.32,-58.74,41.93,
7775186,1727110808.40,-297.87,-83.71,44.91,
7775586,1727110808.80,-225.18,-87.90,47.52,
7775987,1727110809.20,-238.16,-91.36,41.66,
7776388,1727110809.60,-149.32,-94.10,28.19,
7776789,1727110810.00,-123.36,-112.18,15.09,
7777190,1727110810.40,-161.48,-126.00,42.75,
7777590,1727110810.80,-131.85,-119.87,66.69,
7777990,1727110811.20,-100.91,-113.83,72.73,
7778389,1727110811.60,-82.70,-107.85,69.54,
7778789,1727110812.00,-61.40,-85.84,66.92,
7779189,1727110812.40,1.49,-99.57,57.56,
7779589,1727110812.80,57.24,-109.39,62.53,
7779989,1727110813.20,80.25,-115.71,69.84,
7780388,1727110813.60,115.00,-118.92,51.92,
7780788,1727110814.00,159.31,-103.33,19.40,
7781189,1727110814.40,170.95,-72.83,3.50,
7781589,1727110814.80,168.56,-63.07,-20.23,
7781989,1727110815.20,233.51,-53.95,-29.21,
7782389,1727110815.60,273.13,-29.37,-37.77,
7782788,1727110816.00,290.45,-25.01,-58.32,
7783189,1727110816.40,249.88,-4.72,-59.41,
7783589,1727110816.80,216.21,-4.24,-74.31,
7783990,1727110817.20,176.06,28.65,-73.99,
7784389,1727110817.60,117.07,54.64,-67.63,
7784789,1727110818.00,137.07,58.41,-70.81,
7785214,1727110818.40,166.22,60.31,-94.00,
7785588,1727110818.80,71.43,44.51,-84.37,
7785992,1727110819.20,49.89,46.98,-37.80,
7786390,1727110819.60,60.71,47.92,-29.57,
7786790,1727110820.00,31.95,47.54,-21.85,
7787190,1727110820.40,103.43,62.15,-27.19,
7787591,1727110820.80,122.28,56.22,-28.55,
7787991,1727110821.20,177.04,49.95,-9.68,
7788391,1727110821.60,167.16,43.48,-8.04,
7788791,1727110822.00,171.55,20.83,6.56,
7789190,1727110822.40,212.97,1.74,3.53,
7789591,1727110822.80,282.02,1.99,-12.69,
7789990,1727110823.20,320.40,17.74,-56.10,
7790389,1727110823.60,319.50,-2.70,-97.10,
7790790,1727110824.00,403.68,-19.57,-103.87,
7791190,1727110824.40,318.65,-17.09,-112.39,
7791592,1727110824.80,361.05,-15.22,-86.22,
7791990,1727110825.20,451.39,-13.86,-82.69,
7792392,1727110825.60,486.36,-29.00,-69.56,
7792791,1727110826.00,474.48,-8.76,-45.31,
7793192,1727110826.40,464.66,-8.82,-24.18,
7793591,1727110826.80,377.22,-9.06,-10.40,
7793990,1727110827.20,267.97,6.67,18.68,
7794389,1727110827.60,234.10,-13.41,47.80,
7794790,1727110828.00,104.42,-13.48,58.43,
7795190,1727110828.40,-8.58,2.51,78.97,
7795592,1727110828.80,-41.71,14.95,78.34,
7795990,1727110829.20,-87.15,8.18,52.61,
7796393,1727110829.60,-141.62,18.30,48.35,
7796794,1727110830.00,-177.21,-6.52,44.37,
7797193,1727110830.40,-157.57,-10.56,55.83,
7797592,1727110830.80,-171.83,-30.02,61.49,
7797995,1727110831.20,-134.31,-45.30,84.64,
7798394,1727110831.60,-148.13,-72.92,86.36,
7798792,1727110832.00,-176.93,-77.57,97.55,
7799193,1727110832.40,-217.08,-79.67,104.33,
7799593,1727110832.80,-185.85,-79.56,97.44,
7799992,1727110833.20,-255.24,-77.54,69.77,
7800393,1727110833.60,-312.52,-73.92,66.99,
7800795,1727110834.00,-294.27,-68.94,51.96,
7801194,1727110834.40,-331.75,-46.78,16.59,
7801591,1727110834.80,-309.12,-43.38,-11.15,
7801992,1727110835.20,-263.50,-55.00,-42.92,
7802392,1727110835.60,-253.76,-46.13,-68.29,
7802792,1727110836.00,-232.53,-37.01,-73.61,
7803192,1727110836.40,-241.60,-43.86,-65.35,
7803592,1727110836.80,-209.29,-15.02,-58.81,
7803992,1727110837.20,-222.89,-6.36,-56.39,
7804392,1727110837.60,-285.26,18.17,-44.75,
7804792,1727110838.00,-333.24,38.83,-42.90,
7805219,1727110838.40,-368.22,39.87,-32.80,
7805593,1727110838.80,-379.02,41.21,-24.29,
7805995,1727110839.20,-408.09,42.75,-16.31,
7806395,1727110839.60,-346.93,44.41,1.80,
7806794,1727110840.00,-317.85,46.09,16.05,
7807194,1727110840.40,-340.52,63.82,13.46,
7807596,1727110840.80,-365.23,93.99,9.91,
7807994,1727110841.20,-428.86,101.21,6.55,
7808394,1727110841.60,-417.99,105.85,17.68,
7808794,1727110842.00,-346.87,108.20,8.90,
7809196,1727110842.40,-383.83,108.52,6.66,
7809594,1727110842.80,-337.04,123.16,-17.11,
7809994,1727110843.20,-380.71,149.68,-53.17,
7810394,1727110843.60,-272.74,134.93,-75.90,
7810794,1727110844.00,-213.75,120.25,-92.72,
7811194,1727110844.40,-130.40,121.85,-81.07,
7811594,1727110844.80,-67.29,120.18,-90.53,
7811994,1727110845.20,-61.60,132.72,-98.68,
7812395,1727110845.60,-49.02,106.13,-97.43,
7812795,1727110846.00,21.89,81.58,-89.39,
7813195,1727110846.40,19.43,59.05,-83.99,
7813593,1727110846.80,12.05,54.56,-66.36,
7813993,1727110847.20,0.22,32.34,-54.37,
7814401,1727110847.60,-27.16,12.36,-39.00,
7814794,1727110848.00,-118.87,10.61,-21.15,
7815194,1727110848.40,-50.66,7.36,-19.49,
7815594,1727110848.80,27.60,2.91,-16.49,
7815994,1727110849.20,59.78,14.51,-10.63,
7816398,1727110849.60,54.52,21.69,5.51,
7816795,1727110850.00,72.27,58.14,17.07,
7817196,1727110850.40,42.13,51.03,20.27,
7817594,1727110850.80,105.80,42.06,63.17,
7817997,1727110851.20,190.75,31.67,74.40,
7818396,1727110851.60,317.75,20.25,89.42,
7818794,1727110852.00,383.55,57.30,92.77,
7819196,1727110852.40,463.81,67.05,92.85,
7819596,1727110852.80,606.26,37.55,74.10,
7819996,1727110853.20,676.95,26.23,57.56,
7820399,1727110853.60,648.47,30.50,42.17,
7820796,1727110854.00,671.68,13.10,35.15,
7821197,1727110854.40,734.10,-37.49,34.94,
7821596,1727110854.80,799.76,-96.67,32.12,
7821996,1727110855.20,800.30,-145.35,25.44,
7822397,1727110855.60,826.12,-151.38,14.89,
7822797,1727110856.00,805.21,-189.07,22.00,
7823196,1727110856.40,746.07,-185.01,29.69,
7823595,1727110856.80,812.73,-245.65,38.54,
7823996,1727110857.20,781.85,-291.35,38.25,
7824396,1727110857.60,711.42,-307.63,42.21,
7824796,1727110858.00,674.78,-315.65,49.43,
7825223,1727110858.40,625.45,-332.51,59.93,
7825598,1727110858.80,565.82,-323.45,98.68,
7825999,1727110859.20,431.92,-325.48,101.91,
7826399,1727110859.60,345.79,-303.69,99.66,
7826798,1727110860.00,286.40,-294.93,94.71,
7827204,1727110860.40,143.46,-264.14,104.52,
7827600,1727110860.80,145.05,-248.06,126.68,
7827999,1727110861.20,249.38,-243.65,145.54,
7828399,1727110861.60,263.29,-216.06,141.46,
7828798,1727110862.00,228.61,-202.21,142.06,
7829198,1727110862.40,77.19,-134.89,148.83,
7829597,1727110862.80,-74.07,-90.15,120.81,
7829998,1727110863.20,-208.96,-48.07,94.74,
7830398,1727110863.60,-419.20,7.29,81.31,
7830798,1727110864.00,-594.12,40.10,62.01,
7831199,1727110864.40,-671.38,70.33,28.42,
7831599,1727110864.80,-824.55,130.09,-10.68,
7831996,1727110865.20,-773.61,115.71,-56.13,
7832398,1727110865.60,-821.17,138.69,-85.15,
7832797,1727110866.00,-775.16,142.83,-94.09,
7833197,1727110866.40,-824.06,163.90,-99.20,
7833597,1727110866.80,-804.11,181.89,-110.00,
7833997,1727110867.20,-897.32,196.91,-122.36,
7834398,1727110867.60,-895.89,209.08,-132.93,
7834799,1727110868.00,-947.91,218.50,-143.50,
7835199,1727110868.40,-935.86,225.31,-151.00,
7835599,1727110868.80,-884.79,229.65,-167.34,
7835999,1727110869.20,-776.31,231.68,-166.10,
7836401,1727110869.60,-726.62,231.54,-163.08,
7836802,1727110870.00,-620.30,229.40,-160.29,
7837200,1727110870.40,-599.41,225.42,-140.54,
7837600,1727110870.80,-451.61,203.67,-122.62,
7838001,1727110871.20,-400.07,200.05,-108.16,
7838399,1727110871.60,-333.97,162.51,-104.66,
7838801,1727110872.00,-308.72,162.68,-100.03,
7839200,1727110872.40,-239.21,144.60,-107.85,
7839601,1727110872.80,-199.42,144.21,-120.84,
7839999,1727110873.20,-118.50,141.73,-130.35,
7840400,1727110873.60,-5.86,121.29,-137.56,
7840801,1727110874.00,12.17,102.77,-138.96,
7841200,1727110874.40,45.39,102.09,-123.80,
7841599,1727110874.80,-13.34,99.46,-108.88,
7842000,1727110875.20,13.05,95.12,-102.29,
7842399,1727110875.60,-11.46,89.32,-91.59,
7842801,1727110876.00,29.51,82.28,-80.30,
7843201,1727110876.40,160.80,58.15,-64.12,
7843599,1727110876.80,74.06,68.91,-40.62,
7843999,1727110877.20,141.58,59.02,-25.92,
7844399,1727110877.60,136.65,48.69,-3.26,
7844799,1727110878.00,164.07,22.00,-1.43,
7845226,1727110878.40,204.39,14.83,22.17,
7845600,1727110878.80,305.13,-8.82,52.07,
7846001,1727110879.20,335.83,-29.16,72.98,
7846402,1727110879.60,348.81,-46.46,113.93,
7846802,1727110880.00,280.92,-44.89,143.18,
7847203,1727110880.40,201.27,-28.22,164.98,
7847602,1727110880.80,206.74,-32.00,176.61,
7848001,1727110881.20,122.07,-36.06,172.49,
7848401,1727110881.60,98.29,-56.35,165.47,
7848802,1727110882.00,215.04,-89.23,148.02,
7849202,1727110882.40,324.81,-99.27,126.00,
7849601,1727110882.80,334.32,-90.71,114.90,
7850000,1727110883.20,289.72,-83.43,102.84,
7850400,1727110883.60,293.56,-93.36,112.47,
7850801,1727110884.00,387.70,-116.80,106.07,
7851202,1727110884.40,395.42,-102.20,76.09,
7851600,1727110884.80,372.53,-121.65,75.08,
7852002,1727110885.20,311.74,-103.50,86.50,
7852402,1727110885.60,286.67,-87.66,92.31,
7852801,1727110886.00,290.42,-89.99,91.59,
7853201,1727110886.40,317.71,-74.56,67.61,
7853601,1727110886.80,204.68,-29.05,56.66,
7854001,1727110887.20,217.16,-24.69,34.83,
7854400,1727110887.60,212.63,-37.32,37.73,
7854800,1727110888.00,179.93,-15.00,37.09,
7855202,1727110888.40,204.59,-13.39,20.12,
7855602,1727110888.80,208.25,-12.32,33.27,
7856002,1727110889.20,182.14,4.39,35.35,
7856403,1727110889.60,171.72,-14.99,24.85,
7856802,1727110890.00,146.97,1.47,15.14,
7857203,1727110890.40,110.97,-1.97,12.47,
7857604,1727110890.80,119.19,-5.20,24.37,
7858003,1727110891.20,71.28,-8.21,32.44,
7858403,1727110891.60,82.85,-10.96,47.02,
7858802,1727110892.00,89.81,2.64,42.27,
7859202,1727110892.40,80.19,-3.12,26.47,
7859602,1727110892.80,69.76,7.89,20.85,
7860002,1727110893.20,5.96,16.00,3.76,
7860402,1727110893.60,6.05,5.50,-27.59,
7860803,1727110894.00,-22.31,-3.63,-36.64,
7861203,1727110894.40,-58.65,-11.47,-55.33,
7861602,1727110894.80,-75.66,-18.12,-75.95,
7862003,1727110895.20,-128.63,-7.55,-78.86,
7862403,1727110895.60,-130.61,-31.66,-70.12,
7862803,1727110896.00,-156.82,-50.86,-94.15,
7863203,1727110896.40,-189.27,-81.75,-98.28,
7863602,1727110896.80,-159.74,-72.97,-96.98,
7864002,1727110897.20,-147.11,-64.64,-115.37,
7864402,1727110897.60,35.02,-40.67,-138.29,
7864802,1727110898.00,-3.00,-68.94,-159.71,
7865229,1727110898.40,-8.60,-74.06,-86.31,
7865603,1727110898.80,-0.66,-92.55,-76.84,
7866004,1727110899.20,17.01,-105.15,-71.34,
7866406,1727110899.60,94.74,-112.59,-74.39,
7866804,1727110900.00,9.65,-115.54,-43.03,
7867204,1727110900.40,96.88,-114.64,19.83,
7867605,1727110900.80,162.93,-94.38,17.22,
7868009,1727110901.20,222.80,-108.01,0.59,
7868406,1727110901.60,579.00,-33.93,-66.24,
7868805,1727110902.00,494.09,-36.66,-220.94,
7869207,1727110902.40,424.62,-20.38,-161.00,
7869604,1727110902.80,354.85,-21.29,-133.72,
7870006,1727110903.20,285.62,-19.79,-92.76,
7870406,1727110903.60,243.60,-33.29,-49.56,
7870806,1727110904.00,120.08,-24.46,-8.04,
7871206,1727110904.40,11.17,-31.78,31.31,
7871608,1727110904.80,-109.89,-50.89,53.79,
7872007,1727110905.20,101.40,-46.75,36.33,
7872406,1727110905.60,326.80,-73.06,44.41,
7872806,1727110906.00,609.88,-89.99,54.89,
7873206,1727110906.40,708.70,-65.79,58.12,
7873607,1727110906.80,722.52,-58.09,50.95,
7874006,1727110907.20,719.27,-47.54,57.89,
7874406,1727110907.60,621.51,-34.77,39.32,
7874805,1727110908.00,449.64,-4.27,19.44,
7875206,1727110908.40,390.74,40.79,6.96,
7875606,1727110908.80,292.19,111.79,-24.32,
7876006,1727110909.20,149.65,153.77,-52.96,
7876407,1727110909.60,170.78,171.45,-30.52,
7876808,1727110910.00,86.05,168.21,-0.59,
7877207,1727110910.40,23.05,165.06,41.92,
7877607,1727110910.80,-337.17,194.96,91.78,
7878006,1727110911.20,-626.98,233.51,130.32,
7878406,1727110911.60,-892.20,245.72,153.44,
7878807,1727110912.00,-1052.66,236.23,180.49,
7879207,1727110912.40,-1230.08,208.35,196.48,
7879607,1727110912.80,-1337.34,216.04,212.81,
7880006,1727110913.20,-1474.73,218.74,201.08,
7880407,1727110913.60,-1554.67,200.97,173.03,
7880808,1727110914.00,-1597.34,182.93,136.71,
7881209,1727110914.40,-1619.56,164.76,113.95,
7881606,1727110914.80,-1649.44,146.61,98.78,
7882006,1727110915.20,-1643.12,144.68,71.95,
7882406,1727110915.60,-1632.25,155.53,56.75,
7882806,1727110916.00,-1522.49,143.95,15.32,
7883206,1727110916.40,-1412.83,130.44,-21.33,
7883607,1727110916.80,-1289.80,131.48,-39.98,
7884007,1727110917.20,-1104.55,111.73,-51.84,
7884406,1727110917.60,-988.33,91.56,-64.25,
7884807,1727110918.00,-835.92,71.25,-53.55,
7885232,1727110918.40,-682.74,51.06,-45.97,
7885606,1727110918.80,-609.20,47.30,-51.76,
7886009,1727110919.20,-494.98,40.52,-40.40,
7886409,1727110919.60,-322.34,15.23,-13.74,
7886810,1727110920.00,-184.84,7.65,-2.19,
7887212,1727110920.40,-23.79,-1.78,16.62,
7887610,1727110920.80,60.59,3.49,39.90,
7888009,1727110921.20,175.33,4.23,43.83,
7888408,1727110921.60,325.02,1.18,45.46,
7888809,1727110922.00,460.55,-21.02,48.69,
7889209,1727110922.40,581.96,-42.13,50.34,
7889609,1727110922.80,701.88,-78.06,37.15,
7890009,1727110923.20,386.13,-27.70,14.03,
7890410,1727110923.60,198.82,9.39,-1.44,
7890810,1727110924.00,66.99,34.92,-17.65,
7891210,1727110924.40,-108.16,50.49,-18.95,
7891609,1727110924.80,-196.47,57.56,-21.70,
7892009,1727110925.20,-212.34,74.44,-18.42,
7892409,1727110925.60,-207.25,97.71,-21.12,
7892809,1727110926.00,-211.29,93.18,-25.91,
7893209,1727110926.40,-117.01,82.27,-11.72,
7893610,1727110926.80,-75.50,82.33,0.37,
7894011,1727110927.20,93.45,41.75,13.16,
7894409,1727110927.60,309.76,-13.76,18.12,
7894811,1727110928.00,507.03,-64.11,19.31,
7895210,1727110928.40,750.08,-93.23,30.78,
7895610,1727110928.80,998.41,-153.88,22.45,
7896008,1727110929.20,1402.22,-188.39,18.89,
7896409,1727110929.60,1711.66,-251.13,8.43,
7896810,1727110930.00,1949.51,-301.87,-1.17,
7897210,1727110930.40,2122.60,-357.68,-13.49,
7897609,1727110930.80,2224.06,-367.72,-18.83,
7898011,1727110931.20,2314.85,-372.57,-38.16,
7898410,1727110931.60,2275.88,-372.68,-54.89,
7898810,1727110932.00,2260.95,-384.60,-65.58,
7899210,1727110932.40,2261.46,-389.13,-104.22,
7899610,1727110932.80,2192.31,-371.01,-141.13,
7900013,1727110933.20,2067.16,-382.82,-176.59,
7900412,1727110933.60,1921.44,-369.56,-214.41,
7900810,1727110934.00,1745.70,-335.91,-264.66,
7901211,1727110934.40,1534.02,-302.15,-308.25,
7901612,1727110934.80,1372.91,-284.61,-335.32,
7902015,1727110935.20,1136.00,-247.77,-362.39,
